probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,CpG_sites_hg19,CHR,Probe_SNPs,gene,TSS_position,UCSC_CpG_Islands_Name,Feature_Type,signature
cg16311536,chr10,105344173,105344175,+,10:105344174,10,,NEURL,Body,chr10:105344173-105345039,Island,Hyper.MS2
cg16327839,chr11,133715263,133715265,-,11:133715264,11,,SPATA19,1stExon,,,Hypo.MS4
cg16328007,chr1,41119987,41119989,-,1:41119988,1,,RIMS3,5'UTR,chr1:41119852-41120136,Island,Hyper.MS3
cg16330550,chr3,137365843,137365845,-,3:137365844,3,rs77790149,,,,,Hypo.MS2
cg16331883,chr12,53886169,53886171,-,12:53886170,12,,MAP3K12,5'UTR,chr12:53886562-53887101,N_Shore,Hyper.MS3
cg16336556,chr2,33295137,33295139,+,2:33295138,2,,LTBP1,Body,,,Hypo.MS1
cg16338011,chr3,137301726,137301728,+,3:137301727,3,,,,,,Hypo.MS4
cg16341266,chr7,147256366,147256368,-,7:147256367,7,,MIR548I4,TSS1500,,,Hypo.MS2
cg16341266,chr7,147256366,147256368,-,7:147256367,7,,CNTNAP2,Body,,,Hypo.MS2
cg16347123,chr7,134091997,134091999,-,7:134091998,7,,,,,,Hypo.MS2
cg16347279,chr17,72667708,72667710,-,17:72667709,17,,RAB37,1stExon,chr17:72667195-72667710,Island,Hyper.MS3
cg16347279,chr17,72667708,72667710,-,17:72667709,17,,RAB37,5'UTR,chr17:72667195-72667710,Island,Hyper.MS3
cg16348470,chr1,34642608,34642610,+,1:34642609,1,,C1orf94,1stExon,chr1:34642382-34643024,Island,Hyper.MS1
cg16348470,chr1,34642608,34642610,+,1:34642609,1,,C1orf94,5'UTR,chr1:34642382-34643024,Island,Hyper.MS1
cg16349774,chr1,917248,917250,-,1:917249,1,rs78337251,C1orf170,Body,chr1:919726-919927,N_Shelf,Hypo.MS7
cg16354452,chr12,131766930,131766932,+,12:131766931,12,,,,,,Hypo.MS6
cg16354520,chr1,152671706,152671708,-,1:152671707,1,,LCE2A,3'UTR,,,Hypo.MS4
cg16357353,chr1,20737786,20737788,+,1:20737787,1,,,,,,Hypo.MS7
cg16358044,chr4,164245969,164245971,+,4:164245970,4,,NPY1R,3'UTR,,,Hypo.MS7
cg16359657,chr1,41119930,41119932,-,1:41119931,1,,RIMS3,5'UTR,chr1:41119852-41120136,Island,Hyper.MS2
cg16361302,chr2,19561326,19561328,-,2:19561327,2,,,,chr2:19560963-19561650,Island,Hyper.MS3
cg16365424,chr1,234700635,234700637,-,1:234700636,1,,,,,,Hypo.MS1
cg16375358,chr17,64873336,64873338,+,17:64873337,17,,CACNG5,TSS200,,,Hypo.MS6
cg16384355,chr7,157320515,157320517,-,7:157320516,7,,,,chr7:157320462-157320669,Island,Hypo.MS4
cg16385583,chr1,247711594,247711596,-,1:247711595,1,rs34590835,C1orf150,TSS1500,,,Hypo.MS3
cg16389399,chr11,43603990,43603992,-,11:43603991,11,,,,chr11:43602545-43603215,S_Shore,Hyper.MS3
cg16391955,chr1,50881184,50881186,-,1:50881185,1,,,,chr1:50880916-50881516,Island,Hyper.MS1
cg16399136,chr1,151104002,151104004,+,1:151104003,1,rs11586654,,,chr1:151103685-151106100,Island,Hyper.MS3
cg16404157,chr14,38724647,38724649,+,14:38724648,14,,CLEC14A,1stExon,chr14:38724254-38725537,Island,Hyper.MS1
cg16404784,chr14,38087604,38087606,-,14:38087605,14,,,,chr14:38091469-38092176,N_Shelf,Hypo.MS1
cg16407471,chr11,43602913,43602915,+,11:43602914,11,,MIR129-2,TSS200,chr11:43602545-43603215,Island,Hyper.MS1
cg16408815,chr1,157610087,157610089,-,1:157610088,1,,,,,,Hypo.MS6
cg16409012,chr2,13024986,13024988,+,2:13024987,2,,,,,,Hypo.MS3
cg16410524,chr1,167604787,167604789,-,1:167604788,1,,RCSD1,Body,,,Hyper.MS2
cg16413327,chr16,31215450,31215452,+,16:31215451,16,,PYCARD,TSS1500,chr16:31213566-31214287,S_Shore,Hypo.MS1
cg16419354,chr1,179713348,179713350,-,1:179713349,1,,FAM163A,5'UTR,chr1:179711947-179713951,Island,Hyper.MS1
cg16423499,chr4,164532532,164532534,+,4:164532533,4,,1-Mar,Body,,,Hypo.MS2
cg16425038,chr14,24641193,24641195,-,14:24641194,14,rs1043116,REC8,TSS200,chr14:24641053-24642220,Island,Hyper.MS2
cg16425489,chr5,169805582,169805584,+,5:169805583,5,,KCNIP1,Body,,,Hypo.MS6
cg16425489,chr5,169805582,169805584,+,5:169805583,5,,KCNMB1,3'UTR,,,Hypo.MS6
cg16426215,chr16,56706853,56706855,-,16:56706854,16,,,,chr16:56709677-56709953,N_Shelf,Hypo.MS2
cg16429725,chr16,57798272,57798274,-,16:57798273,16,,KIFC3,Body,chr16:57794707-57795059,S_Shelf,Hypo.MS1
cg16431978,chr21,31797931,31797933,-,21:31797932,21,rs74823159,KRTAP13-3,1stExon,,,Hypo.MS3
cg16441044,chr17,56314346,56314348,+,17:56314347,17,,LPO,TSS1500,,,Hypo.MS2
cg16442298,chr8,1403049,1403051,-,8:1403050,8,,,,chr8:1404884-1405094,N_Shore,Hypo.MS3
cg16446783,chr11,18193359,18193361,+,11:18193360,11,,MRGPRX4,TSS1500,,,Hypo.MS1
cg16448636,chr7,21209508,21209510,-,7:21209509,7,,,,,,Hyper.MS3
cg16454426,chr8,49984563,49984565,+,8:49984564,8,,C8orf22,TSS1500,,,Hypo.MS4
cg16459667,chr5,161124758,161124760,+,5:161124759,5,,GABRA6,Body,,,Hypo.MS4
cg16462648,chr5,55385249,55385251,-,5:55385250,5,,,,,,Hypo.MS7
cg16465407,chr7,9673789,9673791,-,7:9673790,7,,PER4,TSS200,,,Hypo.MS7
cg16469740,chr7,19018054,19018056,-,7:19018055,7,,HDAC9,Body,,,Hypo.MS7
cg16471362,chr20,44170642,44170644,-,20:44170643,20,,SPINLW1,3'UTR,,,Hypo.MS6
cg16473797,chr20,61755044,61755046,+,20:61755045,20,,,,chr20:61754868-61755083,Island,Hypo.MS2
cg16474118,chr2,12760190,12760192,-,2:12760191,2,,,,,,Hypo.MS1
cg16474725,chr6,45979348,45979350,+,6:45979349,6,,CLIC5,Body,chr6:45982877-45983742,N_Shelf,Hypo.MS7
cg16476427,chr11,107582875,107582877,+,11:107582876,11,,SLN,TSS200,,,Hypo.MS7
cg16476975,chr7,155164994,155164996,+,7:155164995,7,,,,chr7:155164557-155167854,Island,Hyper.MS1
cg16476991,chr13,114831403,114831405,+,13:114831404,13,,RASA3,Body,,,Hypo.MS1
cg16477611,chr16,50896073,50896075,+,16:50896074,16,,,,,,Hypo.MS1
cg16481618,chr17,64225730,64225732,-,17:64225731,17,,APOH,TSS200,,,Hypo.MS2
cg16483466,chr20,31671233,31671235,-,20:31671234,20,,C20orf186,Body,,,Hypo.MS1
cg16486109,chr11,613631,613633,+,11:613632,11,,IRF7,Body,chr11:614760-616068,N_Shore,Hypo.MS1
cg16488065,chr1,204656749,204656751,+,1:204656750,1,,,,chr1:204654132-204654885,S_Shore,Hypo.MS7
cg16491668,chr12,115150059,115150061,-,12:115150060,12,,,,,,Hypo.MS3
cg16491960,chr7,56297489,56297491,-,7:56297490,7,,,,chr7:56297432-56297662,Island,Hyper.MS3
cg16501892,chr18,44140573,44140575,-,18:44140574,18,,LOXHD1,TSS1500,chr18:44140362-44140575,Island,Hypo.MS5
cg16501892,chr18,44140573,44140575,-,18:44140574,18,,LOXHD1,Body,chr18:44140362-44140575,Island,Hypo.MS5
cg16509851,chr4,174430613,174430615,+,4:174430614,4,,,,chr4:174430386-174430861,Island,Hyper.MS1
cg16510350,chr4,112477797,112477799,+,4:112477798,4,,,,,,Hypo.MS7
cg16513459,chr17,7832931,7832933,+,17:7832932,17,,KCNAB3,TSS200,chr17:7832532-7833164,Island,Hyper.MS2
cg16519587,chr6,26614648,26614650,-,6:26614649,6,,,,chr6:26614013-26614851,Island,Hyper.MS3
cg16532262,chr12,53190907,53190909,+,12:53190908,12,,KRT3,TSS1500,,,Hypo.MS4
cg16536329,chr5,178368184,178368186,+,5:178368185,5,,ZNF454,TSS200,chr5:178367620-178368725,Island,Hyper.MS3
cg16536855,chr10,71038316,71038318,+,10:71038317,10,,HK1,5'UTR,,,Hyper.MS2
cg16540590,chr5,43802495,43802497,-,5:43802496,5,rs79295549,,,,,Hypo.MS7
cg16541026,chr3,49026933,49026935,+,3:49026934,3,,P4HTM,TSS1500,chr3:49027116-49028356,N_Shore,Hypo.MS1
cg16544169,chr8,23564716,23564718,-,8:23564717,8,,NKX2-6,TSS1500,chr8:23562475-23565175,Island,Hyper.MS2
cg16550264,chr12,115813213,115813215,+,12:115813214,12,,,,,,Hypo.MS3
cg16555856,chr11,65123256,65123258,-,11:65123257,11,,TIGD3,5'UTR,chr11:65123373-65123705,N_Shore,Hyper.MS3
cg16557204,chr11,27264213,27264215,+,11:27264214,11,,,,,,Hypo.MS2
cg16562275,chr12,133481389,133481391,+,12:133481390,12,,,,chr12:133484658-133485739,N_Shelf,Hyper.MS3
cg16562486,chr1,2925739,2925741,-,1:2925740,1,,,,chr1:2929155-2929376,N_Shelf,Hypo.MS5
cg16565154,chr1,151129061,151129063,+,1:151129062,1,,TNFAIP8L2,TSS200,,,Hypo.MS1
cg16566391,chr15,78631276,78631278,-,15:78631277,15,,CRABP1,TSS1500,chr15:78632669-78633108,N_Shore,Hypo.MS7
cg16566400,chr11,119293868,119293870,-,11:119293869,11,rs55933700,THY1,5'UTR,chr11:119293320-119293943,Island,Hyper.MS2
cg16566400,chr11,119293868,119293870,-,11:119293869,11,rs55933700,THY1,1stExon,chr11:119293320-119293943,Island,Hyper.MS2
cg16570669,chr11,126923105,126923107,-,11:126923106,11,rs73026838,,,,,Hypo.MS7
cg16573782,chr16,49315535,49315537,-,16:49315536,16,,CBLN1,1stExon,chr16:49314037-49316543,Island,Hyper.MS3
cg16573782,chr16,49315535,49315537,-,16:49315536,16,,CBLN1,5'UTR,chr16:49314037-49316543,Island,Hyper.MS3
cg16578085,chr4,127771713,127771715,+,4:127771714,4,,,,,,Hypo.MS7
cg16581308,chr4,16862079,16862081,+,4:16862080,4,,LDB2,Body,,,Hypo.MS1
cg16582792,chr2,168104086,168104088,-,2:168104087,2,,XIRP2,Body,,,Hypo.MS3
cg16583552,chr5,140553149,140553151,+,5:140553150,5,,PCDHB7,1stExon,chr5:140553681-140554637,N_Shore,Hyper.MS2
cg16587616,chr6,62996021,62996023,-,6:62996022,6,,KHDRBS2,1stExon,chr6:62995855-62996228,Island,Hyper.MS3
cg16587616,chr6,62996021,62996023,-,6:62996022,6,,KHDRBS2,5'UTR,chr6:62995855-62996228,Island,Hyper.MS3
cg16589830,chr1,212284213,212284215,-,1:212284214,1,,,,,,Hyper.MS3
cg16592658,chr19,4229886,4229888,+,19:4229887,19,,EBI3,Body,,,Hypo.MS2
cg16594007,chr19,57641962,57641964,-,19:57641963,19,,USP29,Body,,,Hypo.MS6
cg16594913,chr12,5607454,5607456,+,12:5607455,12,,,,chr12:5603587-5603990,S_Shelf,Hypo.MS7
cg16596317,chr1,85755347,85755349,-,1:85755348,1,,,,,,Hypo.MS1
cg16596604,chr16,21294946,21294948,+,16:21294947,16,,CRYM,5'UTR,chr16:21294980-21295414,N_Shore,Hyper.MS1
cg16596889,chr1,156891326,156891328,-,1:156891327,1,,C1orf92,Body,chr1:156890243-156890806,S_Shore,Hypo.MS4
cg16599983,chr6,32168968,32168970,+,6:32168969,6,,NOTCH4,Body,,,Hypo.MS4
cg16606320,chr4,56685971,56685973,+,4:56685972,4,,LOC644145,TSS1500,,,Hyper.MS3
cg16615154,chr6,40567552,40567554,-,6:40567553,6,,,,chr6:40567266-40567580,Island,Hyper.MS1
cg16615829,chr19,36246394,36246396,+,19:36246395,19,,HSPB6,3'UTR,chr19:36246328-36247982,Island,Hyper.MS2
cg16616467,chr16,89642913,89642915,+,16:89642914,16,,CPNE7,Body,chr16:89641053-89643415,Island,Hyper.MS2
cg16616769,chr16,19727141,19727143,+,16:19727142,16,,IQCK,TSS1500,chr16:19729194-19729896,N_Shelf,Hypo.MS1
cg16616769,chr16,19727141,19727143,+,16:19727142,16,,C16orf88,5'UTR,chr16:19729194-19729896,N_Shelf,Hypo.MS1
cg16617366,chr18,46064815,46064817,+,18:46064816,18,,KIAA0427,TSS1500,chr18:46065061-46065263,N_Shore,Hyper.MS3
cg16622061,chr16,86888735,86888737,-,16:86888736,16,rs76793465,,,,,Hypo.MS2
cg16624994,chr10,14816425,14816427,+,10:14816426,10,,FAM107B,1stExon,,,Hypo.MS7
cg16626954,chr3,135482753,135482755,+,3:135482754,3,,,,,,Hypo.MS7
cg16639172,chr16,31833470,31833472,+,16:31833471,16,,,,chr16:31830660-31831188,S_Shelf,Hypo.MS4
cg16640358,chr2,239892056,239892058,+,2:239892057,2,,,,chr2:239888299-239888909,S_Shelf,Hypo.MS2
cg16640855,chr2,182543232,182543234,+,2:182543233,2,,NEUROD1,Body,,,Hyper.MS3
cg16651768,chr1,222340713,222340715,-,1:222340714,1,,,,,,Hypo.MS1
cg16651895,chr16,77910290,77910292,-,16:77910291,16,,VAT1L,Body,,,Hypo.MS5
cg16655791,chr6,106429609,106429611,-,6:106429610,6,,,,chr6:106429111-106429772,Island,Hyper.MS1
cg16658460,chr5,166711686,166711688,-,5:166711687,5,,ODZ2,TSS200,,,Hypo.MS1
cg16659728,chr11,68748505,68748507,-,11:68748506,11,rs7926802,MRGPRD,TSS200,,,Hypo.MS3
cg16662043,chr16,48846230,48846232,-,16:48846231,16,,,,chr16:48844551-48845264,S_Shore,Hypo.MS1
cg16662451,chr17,18647506,18647508,+,17:18647507,17,,FBXW10,5'UTR,,,Hyper.MS2
cg16662451,chr17,18647506,18647508,+,17:18647507,17,,FBXW10,1stExon,,,Hyper.MS2
cg16664405,chr10,111216961,111216963,-,10:111216962,10,,,,chr10:111216604-111217083,Island,Hyper.MS3
cg16671674,chr2,142150451,142150453,+,2:142150452,2,,LRP1B,Body,,,Hypo.MS7
cg16677191,chr5,95159422,95159424,+,5:95159423,5,,GLRX,TSS1500,,,Hypo.MS1
cg16678925,chr17,3100971,3100973,+,17:3100972,17,,OR1A2,1stExon,,,Hypo.MS2
cg16680167,chr7,154474155,154474157,+,7:154474156,7,,DPP6,Body,,,Hypo.MS5
cg16684817,chr1,28202172,28202174,+,1:28202173,1,,C1orf38,Body,chr1:28199031-28199257,S_Shelf,Hypo.MS1
cg16686900,chr22,23974421,23974423,-,22:23974422,22,rs7286633,C22orf43,1stExon,,,Hypo.MS1
cg16686900,chr22,23974421,23974423,-,22:23974422,22,rs7286633,C22orf43,5'UTR,,,Hypo.MS1
cg16690757,chr10,26680931,26680933,-,10:26680932,10,,,,chr10:26680634-26680999,Island,Hyper.MS3
cg16691593,chr5,76934633,76934635,+,5:76934634,5,,OTP,TSS200,chr5:76934581-76935296,Island,Hyper.MS3
cg16692277,chr13,51640947,51640949,+,13:51640948,13,,GUCY1B2,TSS1500,,,Hypo.MS1
cg16692735,chr10,135259859,135259861,-,10:135259860,10,,,,chr10:135259492-135260192,Island,Hyper.MS2
cg16695890,chr19,15580309,15580311,+,19:15580310,19,,PGLYRP2,Body,chr19:15580382-15580863,N_Shore,Hyper.MS1
cg16697850,chr7,141946927,141946929,-,7:141946928,7,,MOXD2,TSS200,,,Hypo.MS2
cg16700364,chr2,157178888,157178890,+,2:157178889,2,,,,chr2:157176251-157177346,S_Shore,Hyper.MS2
cg16704703,chr10,3509709,3509711,+,10:3509710,10,,,,,,Hypo.MS2
cg16709232,chr17,72322153,72322155,+,17:72322154,17,,KIF19,TSS200,chr17:72321948-72322461,Island,Hyper.MS1
cg16709353,chr11,68856816,68856818,-,11:68856817,11,rs78862120,TPCN2,3'UTR,,,Hypo.MS1
cg16711650,chr1,61039538,61039540,+,1:61039539,1,,,,,,Hypo.MS2
cg16721427,chr2,4050796,4050798,+,2:4050797,2,,,,chr2:4050649-4050852,Island,Hypo.MS3
cg16723381,chr2,127590177,127590179,+,2:127590178,2,,,,,,Hypo.MS7
cg16725974,chr14,64341177,64341179,-,14:64341178,14,,SYNE2,5'UTR,,,Hyper.MS2
cg16727923,chr13,84453664,84453666,+,13:84453665,13,,SLITRK1,1stExon,chr13:84453664-84453897,Island,Hyper.MS3
cg16732787,chr1,228785991,228785993,+,1:228785992,1,,DUSP5P,Body,chr1:228785986-228786204,Island,Hyper.MS2
cg16733705,chr12,85667615,85667617,+,12:85667616,12,,,,,,Hyper.MS1
cg16736279,chr7,3995562,3995564,+,7:3995563,7,,SDK1,Body,,,Hypo.MS7
cg16736889,chr16,20421626,20421628,-,16:20421627,16,,ACSM5,5'UTR,,,Hypo.MS7
cg16742703,chr19,51357856,51357858,+,19:51357857,19,,KLK3,TSS1500,,,Hypo.MS5
cg16752592,chr8,145537708,145537710,-,8:145537709,8,,HSF1,Body,,,Hyper.MS2
cg16755214,chr14,54720345,54720347,-,14:54720346,14,rs78526952,,,,,Hypo.MS1
cg16759787,chr14,85667732,85667734,+,14:85667733,14,,,,,,Hypo.MS2
cg16763443,chr14,38080239,38080241,+,14:38080240,14,,,,chr14:38080239-38080678,Island,Hyper.MS2
cg16763885,chr11,131941988,131941990,+,11:131941989,11,,NTM,Body,,,Hypo.MS5
cg16768018,chr3,147108842,147108844,+,3:147108843,3,,ZIC4,Body,chr3:147108511-147111703,Island,Hyper.MS1
cg16773814,chr16,87644703,87644705,-,16:87644704,16,rs3116582,JPH3,Body,chr16:87648086-87648688,N_Shelf,Hypo.MS2
cg16774755,chr16,86421945,86421947,+,16:86421946,16,,,,,,Hypo.MS6
cg16780562,chr14,102033250,102033252,-,14:102033251,14,,,,chr14:102025989-102031567,S_Shore,Hypo.MS7
cg16789230,chr3,197806890,197806892,+,3:197806891,3,,LOC348840,Body,chr3:197807029-197808734,N_Shore,Hypo.MS1
cg16790374,chr8,57212792,57212794,-,8:57212793,8,,SDR16C5,3'UTR,,,Hypo.MS2
cg16790847,chr3,147123428,147123430,+,3:147123429,3,,ZIC4,TSS200,chr3:147126988-147128999,N_Shelf,Hyper.MS3
cg16790847,chr3,147123428,147123430,+,3:147123429,3,,ZIC4,TSS1500,chr3:147126988-147128999,N_Shelf,Hyper.MS3
cg16790847,chr3,147123428,147123430,+,3:147123429,3,,ZIC4,5'UTR,chr3:147126988-147128999,N_Shelf,Hyper.MS3
cg16791528,chr2,79347531,79347533,+,2:79347532,2,,REG1A,TSS200,,,Hypo.MS4
cg16792071,chr10,134842794,134842796,-,10:134842795,10,,,,chr10:134843465-134843776,N_Shore,Hypo.MS2
cg16793394,chr14,57278083,57278085,+,14:57278084,14,,OTX2,TSS1500,chr14:57278068-57278287,Island,Hyper.MS1
cg16794961,chr2,5882031,5882033,-,2:5882032,2,,,,,,Hypo.MS3
cg16797972,chr3,89156070,89156072,-,3:89156071,3,,EPHA3,TSS1500,,,Hypo.MS5
cg16798252,chr2,200334401,200334403,-,2:200334402,2,,FLJ32063,Body,chr2:200335497-200336413,N_Shore,Hyper.MS2
cg16810272,chr7,150902684,150902686,+,7:150902685,7,,,,chr7:150901550-150901978,S_Shore,Hypo.MS2
cg16812893,chr21,31813074,31813076,+,21:31813075,21,,KRTAP15-1,3'UTR,,,Hypo.MS7
cg16812893,chr21,31813074,31813076,+,21:31813075,21,,KRTAP15-1,1stExon,,,Hypo.MS7
cg16820616,chr11,30605580,30605582,-,11:30605581,11,,MPPED2,5'UTR,chr11:30605558-30605800,Island,Hyper.MS2
cg16823083,chr1,3567411,3567413,-,1:3567412,1,,WDR8,TSS1500,chr1:3566445-3569636,Island,Hyper.MS1
cg16836311,chr1,25944711,25944713,-,1:25944712,1,rs11247857,MAN1C1,1stExon,chr1:25944099-25944772,Island,Hyper.MS3
cg16845394,chr8,109096006,109096008,-,8:109096007,8,rs374810,RSPO2,TSS200,chr8:109094485-109095849,S_Shore,Hyper.MS3
cg16853770,chr12,123355561,123355563,+,12:123355562,12,,VPS37B,Body,chr12:123351641-123351918,S_Shelf,Hyper.MS3
cg16857801,chr11,49580016,49580018,-,11:49580017,11,,LOC440040,TSS200,,,Hyper.MS3
cg16858472,chr8,57067552,57067554,+,8:57067553,8,,,,chr8:57069687-57070047,N_Shelf,Hypo.MS4
cg16861598,chr19,55249739,55249741,+,19:55249740,19,,KIR2DL3,TSS1500,,,Hypo.MS4
cg16863522,chr2,116601612,116601614,-,2:116601613,2,rs272008,DPP10,3'UTR,,,Hypo.MS7
cg16868298,chr7,120969032,120969034,-,7:120969033,7,,WNT16,Body,chr7:120969587-120970743,N_Shore,Hyper.MS1
cg16868298,chr7,120969032,120969034,-,7:120969033,7,,WNT16,TSS200,chr7:120969587-120970743,N_Shore,Hyper.MS1
cg16877004,chr8,77712147,77712149,+,8:77712148,8,,ZFHX4,Body,,,Hypo.MS1
cg16879115,chr12,7819179,7819181,-,12:7819180,12,,APOBEC1,TSS1500,,,Hypo.MS7
cg16885235,chr13,107853065,107853067,+,13:107853066,13,,FAM155A,Body,,,Hypo.MS2
cg16891431,chr10,133106077,133106079,+,10:133106078,10,,TCERG1L,Body,chr10:133109193-133111052,N_Shelf,Hypo.MS5
cg16906187,chr13,92047407,92047409,-,13:92047408,13,rs7330545,,,chr13:92051153-92051716,N_Shelf,Hypo.MS2
cg16907101,chr13,112747086,112747088,-,13:112747087,13,,,,,,Hypo.MS2
cg16919569,chr4,174452834,174452836,-,4:174452835,4,,HAND2,TSS1500,chr4:174451828-174452962,Island,Hyper.MS1
cg16919569,chr4,174452834,174452836,-,4:174452835,4,,NBLA00301,Body,chr4:174451828-174452962,Island,Hyper.MS1
cg16921285,chr13,104003205,104003207,-,13:104003206,13,rs76806575,,,,,Hypo.MS4
cg16922039,chr18,12287384,12287386,+,18:12287385,18,,,,chr18:12287271-12287562,Island,Hyper.MS2
cg16924776,chr8,38570744,38570746,+,8:38570745,8,,,,,,Hyper.MS2
cg16925459,chr7,18548580,18548582,+,7:18548581,7,,HDAC9,Body,,,Hypo.MS3
cg16926102,chr10,23489849,23489851,-,10:23489850,10,,,,chr10:23487757-23488543,S_Shore,Hyper.MS2
cg16928869,chr20,60397765,60397767,-,20:60397766,20,,CDH4,Body,,,Hypo.MS6
cg16929393,chr8,94849906,94849908,+,8:94849907,8,,,,,,Hypo.MS3
cg16929739,chr3,11178592,11178594,-,3:11178593,3,,HRH1,TSS200,,,Hypo.MS1
cg16929955,chr17,77375460,77375462,+,17:77375461,17,,HRNBP3,5'UTR,,,Hypo.MS2
cg16933248,chr12,132932244,132932246,-,12:132932245,12,,,,chr12:132930013-132930247,S_Shore,Hypo.MS4
cg16937268,chr20,21684416,21684418,-,20:21684417,20,,,,chr20:21683744-21684420,Island,Hyper.MS2
cg16956686,chr7,4304778,4304780,-,7:4304779,7,,SDK1,Body,chr7:4303079-4305062,Island,Hyper.MS3
cg16958148,chr7,49060406,49060408,-,7:49060407,7,rs11978832,,,,,Hypo.MS5
cg16960674,chr17,72013429,72013431,-,17:72013430,17,,,,,,Hypo.MS4
cg16961816,chr7,96633529,96633531,+,7:96633530,7,,DLX6AS,Body,chr7:96634622-96634915,N_Shore,Hyper.MS1
cg16964348,chr7,24323798,24323800,-,7:24323799,7,,NPY,TSS200,chr7:24323558-24325080,Island,Hyper.MS2
cg16966315,chr7,149112317,149112319,-,7:149112318,7,,,,chr7:149112306-149112545,Island,Hyper.MS1
cg16969368,chr17,57642751,57642753,+,17:57642752,17,,DHX40,TSS200,chr17:57642720-57643294,Island,Hyper.MS3
cg16985023,chr10,133195833,133195835,-,10:133195834,10,rs80141872,,,,,Hypo.MS4
cg16987524,chr2,112939424,112939426,+,2:112939425,2,,FBLN7,Body,chr2:112939287-112939563,Island,Hyper.MS2
cg16989719,chr2,238392109,238392111,-,2:238392110,2,rs79112594,,,chr2:238395061-238396241,N_Shelf,Hypo.MS1
cg16990168,chr1,119526059,119526061,-,1:119526060,1,,TBX15,5'UTR,chr1:119526782-119527192,N_Shore,Hyper.MS1
cg16993682,chr1,158259267,158259269,-,1:158259268,1,,CD1C,TSS1500,,,Hypo.MS6
cg16997364,chr19,39755574,39755576,+,19:39755575,19,,,,chr19:39754973-39756540,Island,Hyper.MS3
cg16997642,chr7,27184158,27184160,+,7:27184159,7,,HOXA5,TSS1500,chr7:27182613-27185562,Island,Hyper.MS2
cg16998150,chr1,169396833,169396835,+,1:169396834,1,,C1orf114,TSS200,chr1:169396621-169396869,Island,Hyper.MS3
cg17004025,chr19,840794,840796,+,19:840795,19,,PRTN3,TSS200,chr19:843468-844085,N_Shelf,Hypo.MS2
cg17006281,chr7,154589594,154589596,-,7:154589595,7,,DPP6,Body,chr7:154585682-154586336,S_Shelf,Hypo.MS2
cg17007164,chr2,6778798,6778800,-,2:6778799,2,,,,,,Hypo.MS3
cg17007640,chr14,29243503,29243505,-,14:29243504,14,,C14orf23,Body,chr14:29243403-29243763,Island,Hyper.MS1
cg17007693,chr18,12041355,12041357,+,18:12041356,18,,,,chr18:12038413-12039359,S_Shore,Hypo.MS1
cg17009836,chr19,49529006,49529008,-,19:49529007,19,,CGB,TSS1500,,,Hypo.MS7
cg17014035,chr6,66498733,66498735,+,6:66498734,6,,MCART3P,Body,chr6:66497675-66498033,S_Shore,Hypo.MS7
cg17015994,chr8,143961340,143961342,+,8:143961341,8,,CYP11B1,TSS200,,,Hypo.MS2
cg17017591,chr6,28557764,28557766,-,6:28557765,6,rs75831139,,,chr6:28554863-28555124,S_Shelf,Hyper.MS2
cg17019053,chr2,74875262,74875264,-,2:74875263,2,,C2orf65,TSS200,chr2:74875128-74875562,Island,Hyper.MS1
cg17022548,chr5,139294891,139294893,+,5:139294892,5,,NRG2,Body,,,Hypo.MS6
cg17025555,chr1,158724361,158724363,+,1:158724362,1,,OR6K6,TSS1500,,,Hypo.MS2
cg17033086,chr11,1937473,1937475,-,11:1937474,11,,,,,,Hypo.MS6
cg17033891,chr3,159852975,159852977,+,3:159852976,3,,,,,,Hypo.MS7
cg17034390,chr6,30095325,30095327,+,6:30095326,6,,,,chr6:30095173-30095610,Island,Hyper.MS1
cg17057086,chr8,133456012,133456014,-,8:133456013,8,,KCNQ3,Body,,,Hypo.MS6
cg17060964,chr11,55796571,55796573,-,11:55796572,11,rs17600820,OR5AS1,TSS1500,,,Hypo.MS6
cg17067544,chr7,22765320,22765322,-,7:22765321,7,rs35081782,IL6,TSS1500,,,Hypo.MS5
cg17067638,chr15,25432269,25432271,+,15:25432270,15,,SNORD115-10,TSS1500,,,Hypo.MS6
cg17071446,chr4,85402496,85402498,-,4:85402497,4,,,,chr4:85402764-85403175,N_Shore,Hyper.MS2
cg17078116,chr8,24772343,24772345,+,8:24772344,8,,NEFM,TSS200,chr8:24770908-24772547,Island,Hyper.MS1
cg17078116,chr8,24772343,24772345,+,8:24772344,8,,NEFM,1stExon,chr8:24770908-24772547,Island,Hyper.MS1
cg17080163,chr2,123418756,123418758,+,2:123418757,2,,,,,,Hyper.MS3
cg17092340,chr13,112110809,112110811,-,13:112110810,13,,,,,,Hypo.MS3
cg17098147,chr10,22634141,22634143,-,10:22634142,10,,SPAG6,TSS1500,chr10:22634000-22634862,Island,Hyper.MS1
cg17098965,chr20,52199519,52199521,-,20:52199520,20,,ZNF217,5'UTR,chr20:52198058-52198400,S_Shore,Hypo.MS2
cg17098965,chr20,52199519,52199521,-,20:52199520,20,,ZNF217,1stExon,chr20:52198058-52198400,S_Shore,Hypo.MS2
cg17101450,chr10,102900364,102900366,-,10:102900365,10,,,,chr10:102899177-102899489,S_Shore,Hyper.MS1
cg17105755,chr2,74875316,74875318,-,2:74875317,2,,C2orf65,TSS200,chr2:74875128-74875562,Island,Hyper.MS3
